IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,College_Num
114,8.87,9.29,8,1,10,1,0,0,94
95,6.61,6.61,1,0,7,8,4,0,4
81,9.02,9.39,7,1,10,5,4,0,45
119,5.87,6.32,7,0,8,1,4,0,92
98,7.46,7.28,4,1,1,5,4,0,39
125,8.44,8.36,8,1,1,5,5,1,74
66,8.26,8.48,5,1,6,9,1,0,54
102,8.01,7.81,4,1,9,10,3,0,26
128,9.62,9.87,5,0,8,3,1,0,98
94,6.14,5.71,2,1,9,9,5,0,29
96,7.47,7.49,4,0,8,8,0,0,62
104,9.42,9.04,10,1,2,10,4,1,8
91,5.39,5.18,8,0,6,2,5,0,39
95,5.28,5.04,7,0,5,9,1,0,18
94,6.17,6.51,8,1,7,5,0,0,73
90,8.17,7.86,7,0,7,8,2,0,22
118,6.3,6.61,7,0,7,8,4,1,18
106,5.95,6.24,7,0,7,4,5,0,37
103,7.29,7.29,2,0,10,1,3,0,33
112,8.07,7.8,3,0,9,9,3,1,48
96,6.24,5.97,1,1,5,6,3,0,48
88,6.5,6.46,2,0,8,2,0,0,2
90,8.07,7.58,10,0,4,4,1,0,26
100,9.73,9.76,6,1,3,10,4,1,17
84,8.37,8.82,2,1,6,5,4,0,4
92,8.91,8.56,1,0,2,6,5,0,9
92,6.83,6.9,8,0,7,5,4,0,10
131,6.36,6.82,9,0,7,9,4,1,69
58,7.27,7.63,7,0,10,10,2,0,38
97,9.04,9.39,3,0,4,2,5,0,49
125,7.28,7.6,1,0,9,3,4,0,40
101,9.23,9.04,4,0,7,10,2,1,49
111,9.94,10.33,10,0,2,3,1,0,86
101,5.36,5.8,3,1,2,3,3,0,19
89,5.23,5.23,3,1,3,6,2,0,37
66,5.75,5.6,2,0,8,8,3,0,97
103,6.92,6.83,10,0,4,5,3,0,49
88,5.66,5.49,3,0,5,6,0,0,6
87,9.35,9.06,5,1,3,1,2,0,64
92,5.12,5.24,4,0,8,10,4,0,23
126,6.58,6.64,1,0,3,3,5,0,78
136,5.92,5.88,1,1,2,4,0,0,31
103,9.66,9.26,1,0,1,7,4,0,53
93,8.35,8.65,10,0,2,5,5,0,33
82,9.56,9.23,9,1,0,1,3,0,17
107,9.86,9.47,9,0,10,3,0,0,65
126,7.49,7.61,9,0,7,2,4,0,76
96,6.17,6.07,10,0,0,6,4,0,67
64,5.97,5.53,4,0,5,5,1,0,45
110,6.11,5.97,4,0,10,3,0,0,100
114,8.54,8.81,10,0,1,2,0,0,88
76,5.2,5.32,7,0,10,1,3,0,78
102,5.26,5.12,3,1,10,2,5,0,37
106,8.04,7.73,10,0,2,5,3,0,92
98,8.21,8.34,3,1,8,5,0,0,27
88,8.33,8.72,4,0,8,9,1,0,20
115,6.86,7.01,6,1,5,6,1,0,79
93,9.03,9.34,1,0,6,3,5,0,42
77,7.67,7.69,3,0,4,10,3,0,25
69,5.53,5.75,5,0,6,3,2,0,70
118,8.99,9.39,4,1,5,3,4,1,51
109,9.77,10.04,8,0,4,8,3,1,78
101,5.3,5.71,9,0,2,9,1,0,39
93,6.96,6.89,8,1,1,3,0,0,30
92,7.44,7.84,9,1,4,1,1,0,47
83,5.73,5.85,8,1,7,8,0,0,47
93,9.34,9.71,10,1,4,10,3,1,50
68,6.42,5.96,1,0,2,2,4,0,28
88,8.92,9.08,7,0,9,7,5,0,31
95,8.35,8.7,9,1,2,7,4,0,73
109,7.99,7.66,1,0,4,9,3,0,48
99,5.96,6.12,10,1,8,8,4,0,66
111,6.1,6.42,1,1,7,9,4,1,53
120,5.24,5.03,10,0,6,1,5,0,60
115,6.2,6.11,2,1,4,3,2,0,47
107,6.73,6.8,5,1,8,4,2,0,45
100,9.17,9.19,8,1,1,3,2,0,1
85,6.83,6.37,8,0,5,8,0,0,66
111,8.77,8.37,10,1,6,7,2,1,92
125,7.2,6.8,4,1,6,5,3,0,100
105,8.92,8.68,7,0,10,5,5,0,23
128,9.88,9.63,7,0,3,4,2,1,20
77,6.2,6.44,9,0,1,5,5,0,33
82,9.31,9.38,9,1,0,5,3,0,94
112,8.11,8.37,3,1,0,4,2,1,89
103,9.09,8.66,8,1,2,5,4,0,48
119,8.26,8.25,5,0,6,7,2,1,16
99,7.12,6.94,5,0,10,9,3,0,39
86,6.14,6.49,8,0,4,7,3,0,7
96,5.35,5.56,6,0,6,1,5,0,62
77,7.68,8.05,10,1,8,9,3,1,44
83,9.95,9.5,10,0,7,3,2,0,97
114,8.69,8.91,1,0,0,2,0,0,98
113,6.64,6.68,4,1,3,10,3,1,81
105,9.14,9.47,9,0,4,9,5,1,49
74,8.84,8.85,5,1,6,2,0,0,4
94,6.41,6.45,4,1,10,10,2,0,13
81,5.07,4.62,10,0,7,9,5,0,26
117,5.59,5.76,1,0,7,5,0,0,13
91,9.39,9.16,9,0,3,6,0,0,96
83,9.18,8.7,8,1,10,7,3,0,43
100,6.48,6.05,3,0,6,7,5,0,12
90,6.43,6.89,9,1,10,4,2,0,78
122,8.96,8.81,1,1,1,4,3,1,85
88,9.69,10.06,4,1,8,5,4,0,33
79,8.9,9.36,5,0,5,9,1,0,67
67,8.03,8.47,4,0,3,10,0,0,7
99,6.21,6.59,4,0,5,1,2,0,79
91,7.63,8.02,9,0,6,8,0,0,7
78,6.17,5.96,5,1,9,8,2,0,43
117,9.04,8.69,1,0,7,7,3,1,48
110,6.93,7.07,7,0,3,6,1,0,90
99,9.17,9.16,6,0,8,3,1,0,26
120,6.91,6.51,9,1,5,8,1,0,76
109,9.12,9.3,4,0,0,7,1,0,59
87,6.67,6.73,10,0,2,8,0,0,56
84,7.2,7.56,6,1,0,2,2,0,40
112,8.08,8.19,10,1,5,8,4,1,66
105,5.35,5.42,7,1,5,7,2,0,15
102,9.74,9.68,4,0,6,6,0,0,44
87,7.87,7.83,9,1,0,9,5,0,95
109,7.54,7.99,1,0,0,8,3,0,59
88,9.2,8.84,1,0,4,5,4,0,34
98,9.33,9.28,3,0,4,5,4,0,12
121,7.61,7.77,9,0,0,9,5,1,6
90,9.64,9.57,5,0,6,8,4,1,96
76,5.32,5.1,1,0,6,4,0,0,100
84,5.57,5.36,5,0,5,9,1,0,10
114,7.98,7.71,6,0,6,6,5,0,80
103,6.77,6.61,4,0,5,5,1,0,25
98,7.32,7.69,7,1,9,10,1,0,94
92,6.64,6.65,3,1,1,7,2,0,40
107,7.02,6.76,5,0,4,9,1,0,93
87,9.11,8.99,6,0,6,1,4,0,48
104,7.97,7.58,7,0,1,9,1,0,87
89,9.99,10.39,10,0,4,10,5,1,56
86,8.93,8.84,2,1,2,5,5,0,60
90,6.37,6.85,5,1,8,9,4,0,7
94,6.32,6.17,7,0,9,5,4,0,47
99,6.68,7.02,7,0,0,7,2,0,14
103,9.22,8.98,3,0,6,7,5,0,2
44,5.14,4.72,8,1,9,9,1,0,63
87,6.15,5.68,1,1,3,5,3,0,37
94,9.52,9.63,4,1,4,7,1,0,69
122,8.2,8.01,3,1,0,5,3,1,22
83,6.13,6.07,4,1,4,4,5,0,70
102,6.1,6.42,9,0,10,1,2,0,45
122,9.31,9.06,8,0,7,5,0,0,7
80,9.47,9.28,4,0,5,4,2,0,100
105,6.28,6.63,8,0,1,1,2,0,5
87,7.1,7.09,1,0,1,10,3,0,26
92,9.17,9.5,8,0,10,1,2,0,92
87,8.86,8.73,10,0,8,5,4,0,47
89,9.07,8.97,2,0,0,9,2,1,87
140,7.59,7.26,6,0,1,1,5,0,66
112,9.56,9.98,6,0,7,8,2,1,21
116,6.63,7.03,3,0,5,9,3,1,66
107,5.78,6.26,5,0,2,10,5,0,2
75,8.54,8.44,2,1,2,4,2,0,18
105,7.7,8.02,8,0,10,8,2,1,91
116,9.27,9.18,8,1,8,1,5,1,64
87,5.41,5.36,5,0,1,4,5,0,46
114,9.22,9.55,7,0,9,10,5,1,69
110,6.47,6.15,8,0,4,2,1,0,9
127,8.27,7.99,4,0,6,10,5,1,14
93,5.2,5.01,2,0,5,4,4,0,68
83,8.05,8.34,5,0,0,2,4,0,65
94,8.59,8.46,7,0,9,3,4,0,40
121,6.84,6.7,4,0,2,1,2,0,22
72,6.08,6.58,4,1,4,10,4,0,15
68,7.69,7.57,4,1,2,3,1,0,25
101,9.17,8.92,9,0,2,7,0,0,64
93,6.62,6.74,9,0,4,8,0,0,51
100,6.26,6.56,10,1,7,6,1,0,32
114,6.39,5.96,8,1,9,1,0,0,95
91,9.75,9.87,8,1,7,7,0,0,42
71,6.8,6.34,7,0,7,3,3,0,87
130,5.02,5.05,1,0,5,9,2,1,17
85,8.91,8.67,8,0,8,2,3,0,34
84,8.5,8.31,4,0,4,9,3,1,69
116,5.64,5.61,1,0,9,10,1,0,47
94,9.92,10.35,1,1,6,2,0,0,42
99,8.04,8.25,3,1,0,2,1,0,94
107,7.5,7.94,3,0,3,4,4,0,50
116,6.91,7.07,10,0,0,2,3,0,53
94,9.49,9.0,1,0,9,7,0,0,94
122,6.22,5.99,8,1,1,3,2,0,14
67,6.43,6.84,4,1,5,4,3,0,89
111,5.61,5.75,4,1,0,1,0,0,67
87,8.8,9.28,6,0,8,10,4,1,20
120,7.98,7.64,9,0,5,4,1,0,61
102,8.05,7.85,9,1,7,4,0,0,23
89,6.09,5.95,8,0,9,4,0,0,23
109,8.26,8.09,1,0,9,9,3,1,21
113,8.83,8.58,10,1,7,3,0,0,44
109,6.79,6.73,10,0,1,7,4,0,5
84,9.01,9.15,2,1,1,4,2,0,52
92,6.74,6.55,3,0,2,1,4,0,73
99,8.79,8.37,5,1,10,10,0,0,39
99,5.17,5.38,5,0,7,3,2,0,22
111,7.76,7.72,10,0,10,9,4,1,83
69,9.85,9.91,8,0,7,10,2,1,69
105,9.91,9.87,2,0,4,6,5,0,68
95,6.41,6.8,2,0,1,8,3,0,21
87,7.21,7.27,8,0,10,9,0,0,82
88,5.31,5.73,1,1,3,8,2,0,5
96,9.37,9.38,9,0,3,5,1,0,61
45,7.84,7.63,2,0,6,6,3,0,77
89,6.93,6.79,5,1,3,10,0,0,90
86,5.56,5.58,3,0,9,2,3,0,80
107,9.73,9.76,5,1,5,9,1,0,11
87,7.65,7.84,8,0,10,6,0,0,67
96,6.41,6.13,8,1,1,8,3,0,68
123,6.75,6.91,6,0,1,7,3,0,9
114,6.35,6.63,9,1,10,10,2,1,94
113,8.01,8.19,7,1,4,2,2,1,51
92,9.65,9.63,2,0,0,2,3,0,60
108,9.28,9.77,1,0,1,5,2,0,45
96,7.3,7.2,8,1,2,3,0,0,60
97,9.13,8.74,1,0,8,1,2,0,58
106,7.12,7.44,8,1,8,10,0,0,76
91,6.26,5.97,9,0,6,3,0,0,54
122,9.92,10.13,1,1,4,7,0,0,49
97,6.52,6.2,7,1,1,10,0,0,13
109,6.62,6.14,5,0,1,9,3,0,21
121,9.95,9.61,8,1,7,4,4,1,21
115,5.67,5.55,4,1,2,8,4,1,27
78,8.8,8.41,2,0,6,6,0,0,69
106,9.68,9.38,7,0,5,4,4,0,81
112,7.56,7.82,7,1,5,3,0,0,55
113,5.01,5.28,8,1,2,5,4,0,85
83,6.88,7.2,9,0,5,3,5,0,65
90,5.56,5.9,6,0,3,8,1,0,16
114,7.08,7.0,3,0,0,6,2,0,22
88,8.95,9.32,5,0,7,6,4,0,87
95,7.19,7.22,3,0,8,7,0,0,20
123,7.16,7.13,10,1,2,7,2,0,49
99,7.78,8.0,9,0,10,8,2,0,72
89,7.91,7.62,5,1,0,5,3,0,46
86,9.28,9.57,7,0,0,5,3,0,49
104,6.54,6.47,10,1,0,6,4,0,94
80,9.11,8.74,7,1,8,4,3,0,66
96,7.83,7.45,7,1,9,2,0,0,62
104,6.5,6.16,10,0,4,2,3,0,63
119,6.48,6.87,4,0,2,2,1,0,32
110,6.81,7.3,4,0,9,2,4,0,83
89,8.11,7.97,3,0,8,5,2,0,13
117,6.15,5.94,4,1,9,2,5,0,42
95,9.6,9.32,9,0,8,7,2,0,88
81,7.87,8.19,5,1,5,4,1,0,10
97,9.6,9.31,6,1,4,10,0,0,47
121,5.23,5.65,4,0,0,5,2,0,69
102,6.71,6.88,1,0,5,2,1,0,91
100,5.11,5.51,7,0,4,1,3,0,60
124,6.36,6.41,7,0,8,9,4,1,61
78,9.31,9.5,6,1,6,6,1,0,58
80,5.18,5.3,4,0,2,5,1,0,25
75,7.18,7.51,10,0,4,5,3,0,71
105,5.59,5.93,8,0,5,2,0,0,62
102,7.08,7.17,8,1,10,8,5,0,61
123,9.19,9.32,1,0,1,4,5,1,45
103,8.12,8.54,9,1,6,4,3,0,27
93,8.68,9.11,8,0,8,8,3,1,52
100,6.75,6.91,2,1,9,4,2,0,59
101,9.72,9.23,9,0,8,1,5,0,85
74,8.55,8.15,4,0,4,4,1,0,43
140,7.11,7.47,10,0,7,10,1,0,28
107,7.13,6.71,6,0,8,1,3,0,21
103,9.59,9.3,2,1,5,6,3,0,34
109,7.88,7.61,10,1,3,2,1,0,85
110,8.53,8.63,4,1,3,9,1,0,47
97,7.09,7.17,2,1,2,10,1,0,27
90,6.12,5.91,9,0,8,4,0,0,15
108,8.62,8.33,9,0,9,8,3,1,5
105,8.04,8.3,5,1,10,2,3,0,64
87,7.51,7.95,3,0,10,5,2,0,17
121,8.12,7.67,3,0,5,8,2,1,8
104,6.04,5.67,1,0,7,1,4,0,57
110,8.97,9.11,8,0,1,6,1,0,57
120,9.74,10.04,3,0,3,2,1,0,48
100,9.46,9.75,4,0,1,5,4,0,88
104,6.61,6.83,2,0,10,1,3,0,18
112,7.03,7.42,8,0,10,4,1,0,42
89,9.04,8.76,3,0,2,3,2,0,69
100,7.98,7.59,2,0,1,10,0,0,54
101,7.74,7.86,1,1,8,5,5,0,16
85,9.63,9.95,10,0,8,8,3,1,85
134,7.68,7.76,2,1,5,9,0,0,76
78,7.57,8.03,2,0,6,5,0,0,17
80,5.21,5.51,4,0,4,9,4,0,44
119,5.35,5.55,1,0,9,10,0,0,33
110,5.04,4.6,1,0,0,4,1,0,11
84,9.57,9.18,6,0,3,5,4,0,40
109,7.04,7.32,5,1,3,9,2,0,37
122,7.34,7.04,1,1,7,9,0,0,75
99,9.23,8.76,6,0,4,2,1,0,28
138,8.05,8.46,8,0,2,5,1,0,30
74,8.05,8.44,5,0,0,8,2,1,46
110,6.48,6.2,3,0,0,1,4,0,78
117,9.17,9.45,3,0,4,4,4,1,43
113,5.83,5.38,2,1,7,8,4,1,85
96,5.27,5.06,9,1,8,10,2,0,96
95,5.96,6.08,9,0,9,2,2,0,91
106,6.34,6.6,7,1,9,1,2,0,98
112,6.41,5.92,1,1,1,6,4,0,8
109,8.35,8.18,1,1,4,6,0,0,43
115,6.09,5.8,4,1,3,1,2,0,33
84,8.38,8.88,2,0,2,3,2,0,55
96,5.46,5.63,3,1,10,10,4,0,58
85,5.74,5.65,2,1,7,8,2,0,21
94,7.54,7.12,1,1,1,9,0,0,47
115,9.61,9.71,3,0,1,8,4,1,51
101,9.3,9.44,7,0,4,1,2,0,29
139,9.84,10.16,10,0,9,4,2,1,16
102,8.25,8.04,9,1,9,9,3,1,68
100,8.38,8.86,10,1,9,1,3,0,89
101,8.13,8.07,9,0,0,4,1,0,69
90,8.11,7.91,8,1,6,10,1,0,19
99,5.74,5.59,6,0,8,7,2,0,39
116,7.72,7.74,1,0,1,7,3,0,70
101,6.93,7.37,8,1,9,7,1,0,30
88,7.21,7.45,8,1,0,10,4,0,28
86,7.62,7.7,9,1,8,4,3,0,63
93,5.64,5.3,10,1,1,8,0,0,13
101,6.8,6.45,6,1,8,3,0,0,67
117,5.32,5.32,3,1,7,9,0,0,64
79,9.9,10.13,6,0,6,6,0,0,58
95,5.59,5.84,8,1,10,7,3,0,99
102,6.29,6.02,7,1,0,9,4,0,68
72,9.46,9.06,8,0,3,4,0,0,10
87,7.41,7.29,3,0,10,5,4,0,51
89,5.68,6.1,8,0,10,1,1,0,70
88,6.92,6.97,5,0,6,10,1,0,1
102,5.58,5.4,7,0,5,8,2,0,1
97,6.0,5.82,4,0,0,2,3,0,7
91,5.26,4.89,3,0,6,5,0,0,80
106,7.19,7.16,6,1,1,5,4,0,88
125,9.03,9.32,9,0,7,10,4,1,4
124,7.93,8.4,4,1,1,4,5,1,16
71,8.03,8.03,9,0,3,4,3,0,71
108,6.0,5.67,3,1,5,2,1,0,25
97,6.72,6.9,6,0,7,3,3,0,15
102,9.23,9.49,5,0,10,10,4,1,9
94,5.44,5.01,9,1,2,2,3,0,11
101,9.29,9.64,6,0,5,1,5,0,71
102,7.42,7.75,2,0,5,4,1,0,53
91,9.19,9.16,4,1,0,9,1,0,39
86,6.59,6.65,5,1,5,6,5,0,87
93,6.69,6.9,9,1,0,8,0,0,3
103,8.76,8.94,1,1,8,2,0,0,71
108,8.92,8.44,9,1,3,2,5,0,3
112,6.15,5.77,10,0,4,2,0,0,12
92,9.86,9.52,1,0,0,8,1,0,3
104,5.42,5.68,1,0,0,1,4,0,71
114,5.34,5.28,4,0,8,5,0,0,23
117,7.98,8.03,6,0,5,4,3,1,38
99,8.61,8.88,2,0,9,1,4,0,79
96,9.8,9.64,1,0,9,10,5,1,87
102,7.02,7.27,4,1,5,7,2,0,42
82,5.13,5.07,8,0,4,1,0,0,5
97,8.01,7.89,6,0,5,6,2,0,41
111,6.45,6.28,5,1,7,1,0,0,53
109,7.16,7.62,1,0,6,9,4,0,62
95,7.44,7.71,3,0,6,3,2,0,93
103,5.32,4.84,7,1,8,2,1,0,83
87,7.43,7.89,10,1,8,7,0,0,24
110,7.13,7.41,3,0,8,1,5,0,87
98,8.56,8.21,5,0,0,7,5,0,28
95,8.23,7.81,6,1,10,9,3,0,81
94,5.93,5.74,9,0,10,4,2,0,9
99,6.03,6.15,3,0,5,10,5,0,61
93,6.26,6.38,6,0,4,2,3,0,53
109,5.89,5.67,2,0,7,4,2,0,17
94,8.29,8.24,9,1,10,9,4,1,65
123,9.97,9.68,9,1,9,8,3,1,9
121,8.26,7.81,7,1,7,5,0,0,70
86,8.03,8.05,9,0,7,8,1,0,15
101,7.05,6.9,4,1,4,7,4,0,6
90,6.56,6.6,10,0,9,4,2,0,18
95,9.56,10.01,1,0,10,3,0,0,88
130,9.85,9.49,1,1,9,1,2,1,94
95,7.48,6.98,2,0,0,3,3,0,83
105,6.45,6.03,10,0,3,8,3,0,58
108,8.85,8.81,3,1,6,9,1,0,92
84,5.66,5.87,2,0,1,9,3,0,23
87,8.83,8.91,4,1,6,5,4,0,88
81,9.09,9.08,8,0,4,4,2,0,27
86,5.62,5.47,3,0,5,6,2,0,77
57,9.88,9.69,4,0,5,7,4,0,75
108,9.93,9.81,2,1,4,6,3,0,15
130,9.68,9.79,1,1,9,5,3,1,30
102,7.48,7.15,8,0,6,2,4,0,6
78,6.23,6.5,7,0,3,3,1,0,25
90,7.91,7.99,10,0,0,9,0,0,31
93,7.1,6.87,2,0,8,7,0,0,11
84,6.03,6.03,8,0,6,10,3,0,68
112,7.12,7.58,10,0,8,2,5,0,79
112,8.32,7.84,3,0,10,1,0,0,24
82,5.35,5.05,7,1,8,1,0,0,14
110,6.67,6.62,1,0,6,1,5,0,24
122,5.09,5.23,3,0,1,6,0,0,87
128,8.75,8.46,9,0,10,5,3,1,69
142,8.2,8.63,4,0,1,7,2,1,26
86,5.31,5.45,1,1,3,5,3,0,94
142,9.82,10.2,6,0,8,9,3,1,42
94,5.11,4.94,1,0,6,1,5,0,48
91,7.95,8.28,10,1,8,9,1,0,51
104,8.88,8.76,1,0,3,4,1,0,67
91,8.94,8.69,2,0,8,10,3,1,18
105,5.17,5.58,3,1,6,7,4,0,86
80,9.53,9.12,2,0,7,2,4,0,28
96,9.59,10.03,8,0,0,3,1,0,30
119,7.81,7.77,6,1,8,4,5,0,2
99,7.41,7.9,1,0,7,5,1,0,73
102,5.22,5.26,6,1,0,2,2,0,65
107,7.81,8.07,1,0,7,7,1,0,36
117,7.05,6.56,9,1,4,6,5,0,21
75,8.86,8.86,3,1,2,9,0,0,62
108,7.02,7.26,1,0,7,7,3,0,54
95,8.42,8.7,1,0,10,10,3,1,28
102,5.51,5.17,2,0,10,10,5,0,100
115,5.66,5.58,6,1,2,2,3,0,32
82,5.7,5.62,1,0,7,3,5,0,58
84,5.23,4.83,7,1,4,3,2,0,70
70,7.71,7.65,4,0,7,8,2,0,23
91,8.97,9.28,7,1,2,8,0,0,70
119,8.05,7.85,4,1,9,3,3,0,64
98,7.87,7.8,4,0,5,8,0,0,86
79,8.4,8.86,4,1,5,5,1,0,31
92,6.7,6.23,10,0,3,4,3,0,19
77,6.81,6.9,10,1,4,4,0,0,72
83,6.57,6.81,8,1,6,4,2,0,8
105,8.56,8.82,2,1,0,1,5,0,84
82,5.81,6.03,8,0,7,7,2,0,64
116,5.07,5.3,10,0,10,10,2,1,88
98,7.98,7.54,1,0,2,10,5,0,77
101,9.71,9.74,7,0,6,4,0,0,41
95,8.05,8.33,7,0,8,2,0,0,51
111,8.91,8.5,6,1,1,1,0,0,7
111,8.36,7.87,4,1,9,3,4,0,52
105,7.49,7.8,5,0,9,1,3,0,72
108,8.59,8.8,1,0,6,5,4,0,91
96,9.12,9.03,2,1,0,6,4,0,3
108,6.12,6.56,10,0,4,6,5,0,17
94,6.68,6.95,7,0,10,6,1,0,5
100,6.12,6.59,2,1,6,7,1,0,60
95,7.26,7.69,8,1,4,1,2,0,73
93,9.43,9.41,7,0,4,4,5,0,70
89,6.73,6.98,10,1,5,10,4,0,8
107,6.87,7.04,8,0,9,10,1,0,44
119,9.3,9.61,4,0,9,9,4,1,26
117,7.58,7.87,1,1,10,10,3,1,48
81,7.68,7.33,7,1,10,2,4,0,84
119,9.3,9.03,1,0,5,8,2,1,26
95,7.45,7.22,7,1,9,7,0,0,58
109,8.41,8.73,9,0,1,7,2,0,67
86,5.43,5.74,5,0,9,3,4,0,58
102,5.89,5.89,2,1,10,2,5,0,25
104,7.02,7.1,1,1,9,2,4,0,15
77,7.47,7.8,8,0,8,3,0,0,11
109,9.83,9.64,4,0,2,3,2,0,96
120,9.85,9.4,8,0,0,10,2,1,96
97,9.26,9.24,2,1,10,2,4,0,6
120,6.58,6.99,3,0,0,7,3,0,2
97,9.82,10.11,3,0,8,2,5,0,23
112,8.45,8.32,4,0,5,6,5,1,93
66,6.96,6.52,9,1,6,5,1,0,7
136,8.51,8.65,9,0,1,7,4,1,62
122,5.08,5.41,5,1,10,7,4,0,30
95,5.73,5.89,7,0,0,8,5,0,80
70,9.15,9.08,9,0,1,4,1,0,1
104,8.23,7.85,1,0,2,10,0,0,77
78,6.82,7.23,2,0,2,5,4,0,36
106,7.5,7.28,6,0,7,10,3,0,1
106,9.53,9.25,3,0,3,4,0,0,22
85,8.16,8.48,7,1,0,7,0,0,93
116,6.99,7.47,5,1,1,3,0,0,62
112,5.6,5.76,10,0,8,10,4,1,80
114,6.47,6.59,8,0,1,2,5,0,44
100,9.89,9.71,1,1,8,4,0,0,9
78,7.19,6.71,9,0,4,5,2,0,89
114,7.36,7.05,10,1,3,1,4,0,38
95,7.49,7.57,6,0,3,3,4,0,22
79,9.42,9.07,5,0,2,8,1,0,41
120,8.02,8.4,8,0,1,5,5,1,2
131,8.47,8.16,4,1,7,1,0,0,1
99,6.95,6.97,9,0,5,4,4,0,10
132,5.15,5.16,5,1,8,8,5,1,99
101,9.65,9.75,1,1,1,8,3,1,88
94,9.75,9.58,8,1,0,2,3,0,50
90,9.75,10.12,9,0,7,9,5,1,24
124,9.72,9.66,5,0,7,10,4,1,47
88,9.08,9.28,5,1,4,1,4,0,46
111,8.42,8.56,6,0,1,10,3,1,74
91,9.22,8.84,9,1,9,8,3,1,20
93,8.0,8.12,5,1,4,8,2,1,76
115,5.67,5.72,2,0,7,6,3,0,60
94,6.96,7.36,3,0,3,1,2,0,23
93,9.86,10.24,10,1,1,9,4,1,23
116,6.76,6.41,3,1,2,10,0,0,73
123,9.34,8.92,9,0,2,3,5,1,62
109,5.47,5.26,8,0,8,1,5,0,4
90,6.67,7.16,6,1,2,7,5,0,93
92,6.75,6.27,5,1,0,10,0,0,27
101,5.26,5.43,10,1,6,5,1,0,93
104,5.6,5.71,2,0,0,2,5,0,57
85,5.97,6.12,9,1,5,1,2,0,68
110,9.19,8.91,10,1,9,6,3,0,66
101,5.32,5.05,8,1,3,1,2,0,71
74,6.49,6.42,5,1,6,6,1,0,57
86,5.05,4.65,6,0,6,1,1,0,43
92,8.48,8.05,9,1,6,7,2,0,48
98,8.1,7.69,1,1,5,7,3,0,42
128,8.22,8.29,4,1,6,10,4,1,98
103,6.87,6.77,5,0,7,4,4,0,12
87,6.04,5.83,9,0,2,7,4,0,91
103,8.6,8.42,5,0,4,8,5,1,54
94,9.06,8.77,5,1,9,8,1,0,86
104,5.69,5.6,3,0,10,3,5,0,79
108,7.43,7.13,8,1,8,8,2,0,74
118,6.24,6.44,7,1,7,3,1,0,35
99,5.84,5.46,8,0,5,5,3,0,40
124,8.67,9.12,4,0,8,1,5,1,53
113,7.69,7.28,8,0,9,7,0,0,84
89,6.08,6.52,10,0,4,10,1,0,32
133,6.55,6.88,4,0,1,8,3,1,84
104,9.83,10.01,1,0,8,4,3,0,5
87,9.24,9.65,4,1,4,7,3,0,29
124,9.4,9.04,5,0,7,7,0,0,91
131,7.3,6.98,10,0,7,6,4,0,90
99,8.12,7.87,8,1,3,5,2,0,11
92,6.88,6.62,10,1,3,10,1,0,29
97,5.39,5.2,6,0,0,4,0,0,20
110,7.01,7.09,10,1,4,5,3,0,43
119,7.97,7.5,5,1,8,7,0,0,70
108,6.44,6.32,3,0,4,8,1,0,8
101,9.24,8.99,4,0,4,4,2,0,45
122,5.76,5.87,6,1,5,5,1,0,66
95,6.84,7.33,6,1,5,6,5,0,62
115,5.62,5.64,6,0,7,9,0,0,55
95,7.02,6.95,2,1,0,10,5,0,91
106,5.2,5.07,8,0,4,6,3,0,38
98,6.36,6.64,8,1,8,7,5,0,84
99,7.0,6.57,6,1,2,8,3,0,94
94,7.39,7.85,4,0,10,3,4,0,93
120,7.72,7.64,2,0,6,5,4,0,66
89,6.37,6.18,6,0,6,4,2,0,15
88,7.62,8.09,6,0,9,1,2,0,33
131,7.55,7.99,10,1,2,4,5,0,11
114,6.58,6.72,3,0,6,2,5,0,40
64,9.15,8.67,2,1,2,4,4,0,88
91,7.73,7.98,4,1,5,2,4,0,41
72,6.66,6.5,8,1,7,4,1,0,79
85,9.74,9.63,5,0,7,4,1,0,5
52,9.23,8.89,3,0,5,3,5,0,73
97,9.91,9.93,5,1,1,5,3,0,4
82,8.46,8.7,9,1,0,9,5,1,91
100,6.89,6.66,8,0,2,1,3,0,68
75,6.4,6.84,10,0,2,7,4,0,37
101,8.32,8.01,7,0,6,10,1,0,13
93,9.9,9.47,4,0,3,1,4,0,21
122,8.13,8.27,2,1,1,10,4,1,11
121,9.41,9.76,9,1,1,1,2,1,76
111,6.65,7.1,3,1,6,2,4,0,14
95,7.03,7.3,6,1,7,10,3,0,36
129,9.53,9.23,7,1,10,6,2,1,13
76,8.78,9.26,3,0,4,9,1,0,59
78,9.91,10.33,3,0,1,3,3,0,69
98,8.87,8.53,3,0,2,5,0,0,21
133,7.24,7.3,3,0,0,8,1,0,73
96,7.66,7.72,3,1,9,10,5,0,97
97,9.5,9.44,7,1,3,6,0,0,64
78,7.76,8.24,5,0,6,3,3,0,55
114,6.28,5.84,4,1,9,2,1,0,81
114,7.18,7.31,6,1,8,3,0,0,91
111,7.58,7.29,8,1,2,6,0,0,65
90,5.48,5.51,2,1,3,5,1,0,51
89,8.72,9.0,3,1,5,8,4,1,69
80,5.55,5.3,2,0,0,10,3,0,76
101,7.02,6.91,7,0,4,2,3,0,25
